nodelist,edgelist,num_nodes,num_edges,giulia_spatial_entropy,runtime
../network_data/giulia_t_lymphocytes/71_F_21_1_nodelist.csv,../network_data/giulia_t_lymphocytes/71_F_21_1_edgelist.csv,6402,502865,1817298.4997102206,102.14465498924255
../network_data/giulia_t_lymphocytes/71_F_21_2_nodelist.csv,../network_data/giulia_t_lymphocytes/71_F_21_2_edgelist.csv,6402,502865,1813506.8836530007,96.2402229309082
../network_data/giulia_t_lymphocytes/68_M_20_2_nodelist.csv,../network_data/giulia_t_lymphocytes/68_M_20_2_edgelist.csv,6402,502865,1815416.1845293553,97.21774387359619
../network_data/giulia_t_lymphocytes/54_F_15_1_nodelist.csv,../network_data/giulia_t_lymphocytes/54_F_15_1_edgelist.csv,6402,502865,1819098.8361128569,111.52794408798218
../network_data/giulia_t_lymphocytes/54_F_15_2_nodelist.csv,../network_data/giulia_t_lymphocytes/54_F_15_2_edgelist.csv,6402,502865,1817884.551163547,110.43306994438171
../network_data/giulia_t_lymphocytes/67_F_19_2_nodelist.csv,../network_data/giulia_t_lymphocytes/67_F_19_2_edgelist.csv,6402,502865,1814384.428412874,104.15281581878662
../network_data/giulia_t_lymphocytes/46_M_11_1_nodelist.csv,../network_data/giulia_t_lymphocytes/46_M_11_1_edgelist.csv,6402,502865,1814314.3534491889,113.54749202728271
../network_data/giulia_t_lymphocytes/38_F_8_2_nodelist.csv,../network_data/giulia_t_lymphocytes/38_F_8_2_edgelist.csv,6402,502865,1816028.4854293105,103.92181301116943
../network_data/giulia_t_lymphocytes/83_F_25_1_nodelist.csv,../network_data/giulia_t_lymphocytes/83_F_25_1_edgelist.csv,6402,502865,1810971.731191761,104.12151408195496
../network_data/giulia_t_lymphocytes/83_F_25_2_nodelist.csv,../network_data/giulia_t_lymphocytes/83_F_25_2_edgelist.csv,6402,502865,1809810.191438582,94.61802196502686
