gene_symbol,ensembl_id,expr_val
1700017B05Rik,10090.ENSMUSP00000150452,8.0
1700017B05Rik,10090.ENSMUSP00000149643,8.0
1700017B05Rik,10090.ENSMUSP00000150884,8.0
1700017B05Rik,10090.ENSMUSP00000034846,8.0
1700109H08Rik,10090.ENSMUSP00000008451,1.0
1700109H08Rik,10090.ENSMUSP00000117825,1.0
1700109H08Rik,10090.ENSMUSP00000121586,1.0
1700109H08Rik,10090.ENSMUSP00000118797,1.0
2210016F16Rik,10090.ENSMUSP00000022032,1.0
2300009A05Rik,10090.ENSMUSP00000127596,1.0
2410015M20Rik,10090.ENSMUSP00000052908,1.0
3110082I17Rik,10090.ENSMUSP00000069230,1.0
3110082I17Rik,10090.ENSMUSP00000142949,1.0
4933434E20Rik,10090.ENSMUSP00000066840,1.0
4933434E20Rik,10090.ENSMUSP00000124822,1.0
4933434E20Rik,10090.ENSMUSP00000124028,1.0
4933434E20Rik,10090.ENSMUSP00000029551,1.0
4933434E20Rik,10090.ENSMUSP00000029552,1.0
4933434E20Rik,10090.ENSMUSP00000123740,1.0
4933434E20Rik,10090.ENSMUSP00000124554,1.0
9930104L06Rik,10090.ENSMUSP00000154851,1.0
AA467197,10090.ENSMUSP00000117197,8.0
AA467197,10090.ENSMUSP00000040781,8.0
AA467197,10090.ENSMUSP00000106141,8.0
AA467197,10090.ENSMUSP00000150109,8.0
AA467197,10090.ENSMUSP00000148981,8.0
AA467197,10090.ENSMUSP00000150944,8.0
AI413582,10090.ENSMUSP00000116199,2.0
AI413582,10090.ENSMUSP00000156204,2.0
AI413582,10090.ENSMUSP00000079081,2.0
AI413582,10090.ENSMUSP00000156360,2.0
AI413582,10090.ENSMUSP00000156249,2.0
AI413582,10090.ENSMUSP00000156365,2.0
AI413582,10090.ENSMUSP00000156342,2.0
AW549877,10090.ENSMUSP00000038476,2.0
Abhd10,10090.ENSMUSP00000120653,1.0
Abhd10,10090.ENSMUSP00000065282,1.0
Abracl,10090.ENSMUSP00000151461,1.0
Abracl,10090.ENSMUSP00000151794,1.0
Abracl,10090.ENSMUSP00000151841,1.0
Abracl,10090.ENSMUSP00000020002,1.0
Acbd3,10090.ENSMUSP00000027780,1.0
Acod1,10090.ENSMUSP00000022722,1.0
Acp2,10090.ENSMUSP00000002172,1.0
Acp2,10090.ENSMUSP00000116030,1.0
Acp2,10090.ENSMUSP00000119144,1.0
Acsl1,10090.ENSMUSP00000106000,6.0
Acsl1,10090.ENSMUSP00000114473,6.0
Acsl1,10090.ENSMUSP00000118845,6.0
Acsl1,10090.ENSMUSP00000034046,6.0
Acsl1,10090.ENSMUSP00000106001,6.0
Acsl1,10090.ENSMUSP00000147647,6.0
Acsl1,10090.ENSMUSP00000117546,6.0
Actb,10090.ENSMUSP00000130611,4.0
Actb,10090.ENSMUSP00000127663,4.0
Actb,10090.ENSMUSP00000098066,4.0
Actb,10090.ENSMUSP00000132135,4.0
Actb,10090.ENSMUSP00000101823,4.0
Actg1,10090.ENSMUSP00000101821,3.0
Actg1,10090.ENSMUSP00000071486,3.0
Actg1,10090.ENSMUSP00000134070,3.0
Actg1,10090.ENSMUSP00000087043,3.0
Actg1,10090.ENSMUSP00000134296,3.0
Actg1,10090.ENSMUSP00000101822,3.0
Actr2,10090.ENSMUSP00000000137,1.0
Acvr2a,10090.ENSMUSP00000067305,1.0
Acyp1,10090.ENSMUSP00000112609,1.0
Acyp1,10090.ENSMUSP00000008966,1.0
Acyp1,10090.ENSMUSP00000070555,1.0
Acyp1,10090.ENSMUSP00000113161,1.0
Adgre5,10090.ENSMUSP00000128220,1.0
Adgre5,10090.ENSMUSP00000138393,1.0
Adgre5,10090.ENSMUSP00000075240,1.0
Adgre5,10090.ENSMUSP00000105427,1.0
Adgre5,10090.ENSMUSP00000002964,1.0
Adh5,10090.ENSMUSP00000143676,5.0
Adh5,10090.ENSMUSP00000142541,5.0
Adh5,10090.ENSMUSP00000005964,5.0
Adnp2,10090.ENSMUSP00000068560,1.0
Adprh,10090.ENSMUSP00000002923,1.0
Agpat1,10090.ENSMUSP00000134242,1.0
Agpat1,10090.ENSMUSP00000133947,1.0
Agpat1,10090.ENSMUSP00000134358,1.0
Agpat1,10090.ENSMUSP00000109776,1.0
Agpat1,10090.ENSMUSP00000133441,1.0
Agpat1,10090.ENSMUSP00000133876,1.0
Agpat1,10090.ENSMUSP00000048573,1.0
Aktip,10090.ENSMUSP00000113379,1.0
Aktip,10090.ENSMUSP00000113769,1.0
Aktip,10090.ENSMUSP00000147768,1.0
Aktip,10090.ENSMUSP00000105238,1.0
Aktip,10090.ENSMUSP00000112375,1.0
Aktip,10090.ENSMUSP00000147841,1.0
Aktip,10090.ENSMUSP00000119277,1.0
Aktip,10090.ENSMUSP00000148050,1.0
Alas1,10090.ENSMUSP00000073725,1.0
Alas1,10090.ENSMUSP00000150311,1.0
Alas1,10090.ENSMUSP00000119968,1.0
Alas1,10090.ENSMUSP00000151891,1.0
Alas1,10090.ENSMUSP00000117014,1.0
Alas1,10090.ENSMUSP00000150950,1.0
Alas1,10090.ENSMUSP00000122117,1.0
Alas1,10090.ENSMUSP00000108143,1.0
Aldoa,10090.ENSMUSP00000146060,1.0
Aldoa,10090.ENSMUSP00000118417,1.0
Aldoa,10090.ENSMUSP00000117349,1.0
Aldoa,10090.ENSMUSP00000032934,1.0
Aldoa,10090.ENSMUSP00000101955,1.0
Aldoa,10090.ENSMUSP00000146116,1.0
Aldoa,10090.ENSMUSP00000114587,1.0
Aldoa,10090.ENSMUSP00000084846,1.0
Alg9,10090.ENSMUSP00000123711,1.0
Alg9,10090.ENSMUSP00000135023,1.0
Alg9,10090.ENSMUSP00000134818,1.0
Alg9,10090.ENSMUSP00000034561,1.0
Alg9,10090.ENSMUSP00000125425,1.0
Amdhd2,10090.ENSMUSP00000122523,1.0
Amdhd2,10090.ENSMUSP00000036141,1.0
Amdhd2,10090.ENSMUSP00000120520,1.0
Amer2,10090.ENSMUSP00000152965,1.0
Amer2,10090.ENSMUSP00000022561,1.0
Amer2,10090.ENSMUSP00000153031,1.0
Anapc16,10090.ENSMUSP00000138579,1.0
Anapc16,10090.ENSMUSP00000138112,1.0
Anapc16,10090.ENSMUSP00000138227,1.0
Anapc16,10090.ENSMUSP00000020307,1.0
Anapc16,10090.ENSMUSP00000138384,1.0
Ankfy1,10090.ENSMUSP00000118751,1.0
Ankfy1,10090.ENSMUSP00000118252,1.0
Ankrd11,10090.ENSMUSP00000095938,2.0
Ankrd11,10090.ENSMUSP00000148645,2.0
Ankrd11,10090.ENSMUSP00000095939,2.0
Ankrd11,10090.ENSMUSP00000133977,2.0
Ankrd11,10090.ENSMUSP00000148523,2.0
Ankrd12,10090.ENSMUSP00000039035,2.0
Ankrd12,10090.ENSMUSP00000156776,2.0
