gene_symbol,ensembl_id,expr_val
1700017B05Rik,10090.ENSMUSP00000150452,3.0
1700017B05Rik,10090.ENSMUSP00000149643,3.0
1700017B05Rik,10090.ENSMUSP00000150884,3.0
1700017B05Rik,10090.ENSMUSP00000034846,3.0
1810037I17Rik,10090.ENSMUSP00000102037,1.0
2410015M20Rik,10090.ENSMUSP00000052908,1.0
4930523C07Rik,10090.ENSMUSP00000137410,2.0
4930523C07Rik,10090.ENSMUSP00000156718,2.0
AA467197,10090.ENSMUSP00000117197,1.0
AA467197,10090.ENSMUSP00000040781,1.0
AA467197,10090.ENSMUSP00000106141,1.0
AA467197,10090.ENSMUSP00000150109,1.0
AA467197,10090.ENSMUSP00000148981,1.0
AA467197,10090.ENSMUSP00000150944,1.0
Abcc5,10090.ENSMUSP00000156205,1.0
Abcc5,10090.ENSMUSP00000077031,1.0
Abcc5,10090.ENSMUSP00000111209,1.0
Abcc5,10090.ENSMUSP00000093913,1.0
Abcc5,10090.ENSMUSP00000078158,1.0
Abhd17c,10090.ENSMUSP00000112988,1.0
Abr,10090.ENSMUSP00000091551,1.0
Abr,10090.ENSMUSP00000135515,1.0
Abr,10090.ENSMUSP00000072522,1.0
Abr,10090.ENSMUSP00000104044,1.0
Abr,10090.ENSMUSP00000135691,1.0
Abr,10090.ENSMUSP00000122614,1.0
Abr,10090.ENSMUSP00000135544,1.0
Abr,10090.ENSMUSP00000068982,1.0
Abr,10090.ENSMUSP00000104045,1.0
Abr,10090.ENSMUSP00000135174,1.0
Abraxas2,10090.ENSMUSP00000147850,1.0
Abraxas2,10090.ENSMUSP00000101767,1.0
Abraxas2,10090.ENSMUSP00000116254,1.0
Abraxas2,10090.ENSMUSP00000081541,1.0
Abraxas2,10090.ENSMUSP00000120309,1.0
Acap2,10090.ENSMUSP00000156077,1.0
Acap2,10090.ENSMUSP00000154852,1.0
Acap2,10090.ENSMUSP00000154983,1.0
Acap2,10090.ENSMUSP00000154938,1.0
Acap2,10090.ENSMUSP00000061501,1.0
Acod1,10090.ENSMUSP00000022722,2.0
Acox1,10090.ENSMUSP00000072717,1.0
Acox1,10090.ENSMUSP00000122185,1.0
Acox1,10090.ENSMUSP00000063325,1.0
Actb,10090.ENSMUSP00000130611,6.0
Actb,10090.ENSMUSP00000127663,6.0
Actb,10090.ENSMUSP00000098066,6.0
Actb,10090.ENSMUSP00000132135,6.0
Actb,10090.ENSMUSP00000101823,6.0
Actg1,10090.ENSMUSP00000101821,3.0
Actg1,10090.ENSMUSP00000071486,3.0
Actg1,10090.ENSMUSP00000134070,3.0
Actg1,10090.ENSMUSP00000087043,3.0
Actg1,10090.ENSMUSP00000134296,3.0
Actg1,10090.ENSMUSP00000101822,3.0
Adar,10090.ENSMUSP00000029563,1.0
Adar,10090.ENSMUSP00000103028,1.0
Adar,10090.ENSMUSP00000112969,1.0
Adar,10090.ENSMUSP00000113453,1.0
Adar,10090.ENSMUSP00000096525,1.0
Adgre5,10090.ENSMUSP00000128220,1.0
Adgre5,10090.ENSMUSP00000138393,1.0
Adgre5,10090.ENSMUSP00000075240,1.0
Adgre5,10090.ENSMUSP00000105427,1.0
Adgre5,10090.ENSMUSP00000002964,1.0
Adipor1,10090.ENSMUSP00000107856,1.0
Adipor1,10090.ENSMUSP00000027727,1.0
Adipor2,10090.ENSMUSP00000139895,1.0
Adipor2,10090.ENSMUSP00000139703,1.0
Adipor2,10090.ENSMUSP00000126138,1.0
Adipor2,10090.ENSMUSP00000032272,1.0
Adss,10090.ENSMUSP00000016105,2.0
Aff1,10090.ENSMUSP00000059744,1.0
Aff1,10090.ENSMUSP00000119631,1.0
Aff1,10090.ENSMUSP00000031256,1.0
Afg3l2,10090.ENSMUSP00000025408,1.0
Afp,10090.ENSMUSP00000144019,5.0
Afp,10090.ENSMUSP00000041006,5.0
Ago2,10090.ENSMUSP00000042207,1.0
Agps,10090.ENSMUSP00000107583,1.0
Agps,10090.ENSMUSP00000135457,1.0
Agps,10090.ENSMUSP00000041967,1.0
Agps,10090.ENSMUSP00000134773,1.0
Agps,10090.ENSMUSP00000134806,1.0
Ahsa1,10090.ENSMUSP00000152471,1.0
Ahsa1,10090.ENSMUSP00000021425,1.0
Aifm1,10090.ENSMUSP00000110595,1.0
Aifm1,10090.ENSMUSP00000041104,1.0
Akap7,10090.ENSMUSP00000097590,1.0
Akap7,10090.ENSMUSP00000151597,1.0
Akap7,10090.ENSMUSP00000043624,1.0
Akap7,10090.ENSMUSP00000135433,1.0
Akap7,10090.ENSMUSP00000135037,1.0
Akap7,10090.ENSMUSP00000135137,1.0
Akap7,10090.ENSMUSP00000093455,1.0
Akirin2,10090.ENSMUSP00000081322,1.0
Akr1a1,10090.ENSMUSP00000114861,2.0
Akr1a1,10090.ENSMUSP00000030455,2.0
Akt1,10090.ENSMUSP00000123689,1.0
Akt1,10090.ENSMUSP00000122222,1.0
Akt1,10090.ENSMUSP00000118190,1.0
Akt1,10090.ENSMUSP00000001780,1.0
Alas1,10090.ENSMUSP00000073725,1.0
Alas1,10090.ENSMUSP00000150311,1.0
Alas1,10090.ENSMUSP00000119968,1.0
Alas1,10090.ENSMUSP00000151891,1.0
Alas1,10090.ENSMUSP00000117014,1.0
Alas1,10090.ENSMUSP00000150950,1.0
Alas1,10090.ENSMUSP00000122117,1.0
Alas1,10090.ENSMUSP00000108143,1.0
Alcam,10090.ENSMUSP00000129714,4.0
Alcam,10090.ENSMUSP00000131001,4.0
Alcam,10090.ENSMUSP00000127141,4.0
Alcam,10090.ENSMUSP00000023312,4.0
Alcam,10090.ENSMUSP00000130563,4.0
Aldh2,10090.ENSMUSP00000143261,1.0
Aldh2,10090.ENSMUSP00000142906,1.0
Aldh2,10090.ENSMUSP00000123545,1.0
Aldh2,10090.ENSMUSP00000143034,1.0
Aldh2,10090.ENSMUSP00000031411,1.0
