gene_symbol,expr_val
0610005C13Rik,0
0610009B22Rik,2
0610009O20Rik,1
0610010F05Rik,4
0610010K14Rik,4
0610012D04Rik,0
0610012G03Rik,0
0610025J13Rik,0
0610030E20Rik,0
0610031O16Rik,0
0610033M10Rik,0
0610037L13Rik,0
0610038B21Rik,0
0610039K10Rik,0
0610040B10Rik,0
0610040F04Rik,0
0610040J01Rik,0
0610043K17Rik,0
1110002E22Rik,0
1110002J07Rik,0
1110002L01Rik,0
1110004E09Rik,0
1110004F10Rik,1
1110006O24Rik,0
1110008F13Rik,8
1110008L16Rik,0
1110008P14Rik,0
1110012L19Rik,0
1110017D15Rik,0
1110019B22Rik,0
1110019D14Rik,0
1110020A21Rik,0
1110032A03Rik,0
1110032F04Rik,0
1110034G24Rik,0
1110035H17Rik,0
1110038F14Rik,0
1110046J04Rik,0
1110051M20Rik,0
1110059E24Rik,0
1110059G10Rik,0
1110065P20Rik,1
1190001M18Rik,0
1190002N15Rik,2
1190005I06Rik,0
1190007I07Rik,1
1200007C13Rik,0
1300002E11Rik,1
1300014J16Rik,0
1300017J02Rik,0
1500002C15Rik,0
1500009C09Rik,0
1500009L16Rik,1
1500011B03Rik,0
1500011K16Rik,1
1500015A07Rik,0
1500015O10Rik,0
1500035N22Rik,0
1600002K03Rik,1
1600010M07Rik,0
1600012H06Rik,1
1600014C10Rik,0
1600014C23Rik,0
1600019K03Rik,0
1600020E01Rik,0
1700001J03Rik,0
1700001K19Rik,0
1700001L05Rik,0
1700001L19Rik,0
1700001O22Rik,0
1700001P01Rik,0
1700003E16Rik,0
1700003F12Rik,0
1700003I16Rik,0
1700006J14Rik,0
1700007K13Rik,0
1700008B11Rik,0
1700008J07Rik,0
1700010H22Rik,0
1700010I14Rik,0
1700011C11Rik,0
1700011D18Rik,0
1700012B09Rik,0
1700013D24Rik,0
1700014D04Rik,0
1700015F17Rik,0
1700015I17Rik,0
1700015O11Rik,0
1700016C15Rik,0
1700016F12Rik,1
1700016G14Rik,0
1700016G22Rik,0
1700017B05Rik,3
1700017D01Rik,0
1700017M07Rik,0
1700017N19Rik,0
1700018L02Rik,0
1700019D03Rik,0
1700019E08Rik,0
1700019J19Rik,0
1700019L13Rik,0
1700019P21Rik,0
1700020A23Rik,0
1700020D05Rik,0
1700020I14Rik,1
1700020L24Rik,0
1700020N01Rik,0
1700021A07Rik,0
1700021F05Rik,1
1700021F13Rik,0
1700022I11Rik,0
1700022N22Rik,0
1700023F06Rik,0
1700024B18Rik,0
1700025G04Rik,2
1700025N21Rik,0
1700025N23Rik,0
1700026D11Rik,0
1700027H10Rik,0
1700027J07Rik,0
1700028I16Rik,0
1700028J19Rik,0
1700029H14Rik,0
1700029I15Rik,0
1700029J07Rik,0
1700030E10Rik,0
1700030F04Rik,0
1700030J22Rik,0
1700030K09Rik,0
1700030N03Rik,0
1700034E13Rik,0
1700034H15Rik,0
1700034I23Rik,0
1700034P13Rik,0
1700036A12Rik,0
1700037C18Rik,0
1700037F03Rik,0
1700037H04Rik,1
1700039M15Rik,0
1700040F17Rik,0
1700040L08Rik,0
1700041G16Rik,0
1700042O10Rik,0
1700047I17Rik2,0
1700047M11Rik,0
1700048O20Rik,0
1700052K11Rik,0
1700055D18Rik,0
1700056E22Rik,0
1700056N10Rik,0
1700057G04Rik,0
1700057H21Rik,0
1700058P15Rik,0
1700061E18Rik,0
1700061G19Rik,0
1700061I17Rik,0
1700061N14Rik,0
1700062C10Rik,0
1700064H15Rik,0
1700064M15Rik,0
1700065D16Rik,0
1700066B17Rik,0
1700066B19Rik,0
1700066M21Rik,0
1700067K01Rik,0
1700069B07Rik,0
1700071M16Rik,0
1700072G22Rik,0
1700084C06Rik,0
1700084E18Rik,0
1700086D15Rik,0
1700086O06Rik,0
1700086P04Rik,0
1700088E04Rik,0
1700092M07Rik,0
1700093K21Rik,0
1700094J05Rik,0
1700095J03Rik,0
1700095J07Rik,0
1700096K18Rik,0
1700099I09Rik,0
1700102H20Rik,0
1700102P08Rik,0
1700104B16Rik,0
1700105P06Rik,0
1700109G14Rik,0
1700109H08Rik,0
1700110K17Rik,0
1700112D23Rik,0
1700112H15Rik,0
1700112J16Rik,0
1700113A16Rik,0
1700119I11Rik,0
1700123O20Rik,0
1700124L16Rik,0
1700125H20Rik,0
1810006J02Rik,0
1810007D17Rik,0
1810008I18Rik,0
1810009A15Rik,0
1810009J06Rik,0
1810010D01Rik,0
1810010H24Rik,0
1810011H11Rik,0
1810012K16Rik,0
1810013L24Rik,0
1810021B22Rik,0
1810022K09Rik,4
1810024B03Rik,1
1810030O07Rik,0
